video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 55 12-40.mp4,470733.3,7:50:733,470683.3,7:50:683,471166.7,7:51:167,28241,28270,28271,471183.3,7:51:183
training video 55 12-40.mp4,471083.3,7:51:083,471033.3,7:51:033,471516.7,7:51:517,28262,28291,28292,471533.3,7:51:533
training video 55 12-40.mp4,471416.7,7:51:417,471366.7,7:51:367,471850.0,7:51:850,28282,28311,28312,471866.7,7:51:867
training video 55 12-40.mp4,502400.0,8:22:400,502350.0,8:22:350,502833.3,8:22:833,30141,30170,30171,502850.0,8:22:850
training video 55 12-40.mp4,506750.0,8:26:750,506700.0,8:26:700,507183.3,8:27:183,30402,30431,30432,507200.0,8:27:200
training video 55 12-40.mp4,507483.3,8:27:483,507433.3,8:27:433,507916.7,8:27:917,30446,30475,30476,507933.3,8:27:933
training video 55 12-40.mp4,507783.3,8:27:783,507733.3,8:27:733,508216.7,8:28:217,30464,30493,30494,508233.3,8:28:233
training video 55 12-40.mp4,547983.3,9:07:983,547933.3,9:07:933,548416.7,9:08:417,32876,32905,32906,548433.3,9:08:433
training video 55 12-40.mp4,549000.0,9:09:000,548950.0,9:08:950,549433.3,9:09:433,32937,32966,32967,549450.0,9:09:450
training video 55 12-40.mp4,549383.3,9:09:383,549333.3,9:09:333,549816.7,9:09:817,32960,32989,32990,549833.3,9:09:833
training video 55 12-40.mp4,559583.3,9:19:583,559533.3,9:19:533,560016.7,9:20:017,33572,33601,33602,560033.3,9:20:033
training video 55 12-40.mp4,752166.7,12:32:167,752116.7,12:32:117,752600.0,12:32:600,45127,45156,45157,752616.7,12:32:617
training video 56 14-51.mp4,18666.7,0:18:667,18616.7,0:18:617,19100.0,0:19:100,1117,1146,1147,19116.7,0:19:117
training video 56 14-51.mp4,19100.0,0:19:100,19050.0,0:19:050,19533.3,0:19:533,1143,1172,1173,19550.0,0:19:550
training video 56 14-51.mp4,33766.7,0:33:767,33716.7,0:33:717,34200.0,0:34:200,2023,2052,2053,34216.7,0:34:217
training video 56 14-51.mp4,34683.3,0:34:683,34633.3,0:34:633,35116.7,0:35:117,2078,2107,2108,35133.3,0:35:133
training video 56 14-51.mp4,35083.3,0:35:083,35033.3,0:35:033,35516.7,0:35:517,2102,2131,2132,35533.3,0:35:533
training video 56 14-51.mp4,35983.3,0:35:983,35933.3,0:35:933,36416.7,0:36:417,2156,2185,2186,36433.3,0:36:433
training video 56 14-51.mp4,46266.7,0:46:267,46216.7,0:46:217,46700.0,0:46:700,2773,2802,2803,46716.7,0:46:717
training video 56 14-51.mp4,47250.0,0:47:250,47200.0,0:47:200,47683.3,0:47:683,2832,2861,2862,47700.0,0:47:700
training video 56 14-51.mp4,49100.0,0:49:100,49050.0,0:49:050,49533.3,0:49:533,2943,2972,2973,49550.0,0:49:550
training video 56 14-51.mp4,50050.0,0:50:050,50000.0,0:50:000,50483.3,0:50:483,3000,3029,3030,50500.0,0:50:500
training video 56 14-51.mp4,61316.7,1:01:317,61266.7,1:01:267,61750.0,1:01:750,3676,3705,3706,61766.7,1:01:767
training video 56 14-51.mp4,69233.3,1:09:233,69183.3,1:09:183,69666.7,1:09:667,4151,4180,4181,69683.3,1:09:683
training video 56 14-51.mp4,70116.7,1:10:117,70066.7,1:10:067,70550.0,1:10:550,4204,4233,4234,70566.7,1:10:567
training video 56 14-51.mp4,82533.3,1:22:533,82483.3,1:22:483,82966.7,1:22:967,4949,4978,4979,82983.3,1:22:983
training video 56 14-51.mp4,84300.0,1:24:300,84250.0,1:24:250,84733.3,1:24:733,5055,5084,5085,84750.0,1:24:750
training video 56 14-51.mp4,85666.7,1:25:667,85616.7,1:25:617,86100.0,1:26:100,5137,5166,5167,86116.7,1:26:117
training video 56 14-51.mp4,87150.0,1:27:150,87100.0,1:27:100,87583.3,1:27:583,5226,5255,5256,87600.0,1:27:600
training video 56 14-51.mp4,87883.3,1:27:883,87833.3,1:27:833,88316.7,1:28:317,5270,5299,5300,88333.3,1:28:333
training video 56 14-51.mp4,89583.3,1:29:583,89533.3,1:29:533,90016.7,1:30:017,5372,5401,5402,90033.3,1:30:033
training video 56 14-51.mp4,89883.3,1:29:883,89833.3,1:29:833,90316.7,1:30:317,5390,5419,5420,90333.3,1:30:333
training video 56 14-51.mp4,106666.7,1:46:667,106616.7,1:46:617,107100.0,1:47:100,6397,6426,6427,107116.7,1:47:117
training video 56 14-51.mp4,124766.7,2:04:767,124716.7,2:04:717,125200.0,2:05:200,7483,7512,7513,125216.7,2:05:217
training video 56 14-51.mp4,126333.3,2:06:333,126283.3,2:06:283,126766.7,2:06:767,7577,7606,7607,126783.3,2:06:783
training video 56 14-51.mp4,137100.0,2:17:100,137050.0,2:17:050,137533.3,2:17:533,8223,8252,8253,137550.0,2:17:550
training video 56 14-51.mp4,137783.3,2:17:783,137733.3,2:17:733,138216.7,2:18:217,8264,8293,8294,138233.3,2:18:233
training video 56 14-51.mp4,140066.7,2:20:067,140016.7,2:20:017,140500.0,2:20:500,8401,8430,8431,140516.7,2:20:517
training video 56 14-51.mp4,142350.0,2:22:350,142300.0,2:22:300,142783.3,2:22:783,8538,8567,8568,142800.0,2:22:800
training video 56 14-51.mp4,142833.3,2:22:833,142783.3,2:22:783,143266.7,2:23:267,8567,8596,8597,143283.3,2:23:283
training video 56 14-51.mp4,143566.7,2:23:567,143516.7,2:23:517,144000.0,2:24:000,8611,8640,8641,144016.7,2:24:017
training video 56 14-51.mp4,144300.0,2:24:300,144250.0,2:24:250,144733.3,2:24:733,8655,8684,8685,144750.0,2:24:750
training video 56 14-51.mp4,158683.3,2:38:683,158633.3,2:38:633,159116.7,2:39:117,9518,9547,9548,159133.3,2:39:133
training video 56 14-51.mp4,181466.7,3:01:467,181416.7,3:01:417,181900.0,3:01:900,10885,10914,10915,181916.7,3:01:917
training video 56 14-51.mp4,197383.3,3:17:383,197333.3,3:17:333,197816.7,3:17:817,11840,11869,11870,197833.3,3:17:833
training video 56 14-51.mp4,200133.3,3:20:133,200083.3,3:20:083,200566.7,3:20:567,12005,12034,12035,200583.3,3:20:583
training video 56 14-51.mp4,203433.3,3:23:433,203383.3,3:23:383,203866.7,3:23:867,12203,12232,12233,203883.3,3:23:883
training video 56 14-51.mp4,204883.3,3:24:883,204833.3,3:24:833,205316.7,3:25:317,12290,12319,12320,205333.3,3:25:333
training video 56 14-51.mp4,208666.7,3:28:667,208616.7,3:28:617,209100.0,3:29:100,12517,12546,12547,209116.7,3:29:117
training video 56 14-51.mp4,209083.3,3:29:083,209033.3,3:29:033,209516.7,3:29:517,12542,12571,12572,209533.3,3:29:533
training video 56 14-51.mp4,209616.7,3:29:617,209566.7,3:29:567,210050.0,3:30:050,12574,12603,12604,210066.7,3:30:067
training video 56 14-51.mp4,234033.3,3:54:033,233983.3,3:53:983,234466.7,3:54:467,14039,14068,14069,234483.3,3:54:483
training video 56 14-51.mp4,234333.3,3:54:333,234283.3,3:54:283,234766.7,3:54:767,14057,14086,14087,234783.3,3:54:783
training video 56 14-51.mp4,235100.0,3:55:100,235050.0,3:55:050,235533.3,3:55:533,14103,14132,14133,235550.0,3:55:550
training video 56 14-51.mp4,235650.0,3:55:650,235600.0,3:55:600,236083.3,3:56:083,14136,14165,14166,236100.0,3:56:100
training video 56 14-51.mp4,249616.7,4:09:617,249566.7,4:09:567,250050.0,4:10:050,14974,15003,15004,250066.7,4:10:067
training video 56 14-51.mp4,262783.3,4:22:783,262733.3,4:22:733,263216.7,4:23:217,15764,15793,15794,263233.3,4:23:233
training video 56 14-51.mp4,264400.0,4:24:400,264350.0,4:24:350,264833.3,4:24:833,15861,15890,15891,264850.0,4:24:850
training video 56 14-51.mp4,286616.7,4:46:617,286566.7,4:46:567,287050.0,4:47:050,17194,17223,17224,287066.7,4:47:067
training video 56 14-51.mp4,292266.7,4:52:267,292216.7,4:52:217,292700.0,4:52:700,17533,17562,17563,292716.7,4:52:717
training video 56 14-51.mp4,292566.7,4:52:567,292516.7,4:52:517,293000.0,4:53:000,17551,17580,17581,293016.7,4:53:017
training video 56 14-51.mp4,293033.3,4:53:033,292983.3,4:52:983,293466.7,4:53:467,17579,17608,17609,293483.3,4:53:483
training video 56 14-51.mp4,302483.3,5:02:483,302433.3,5:02:433,302916.7,5:02:917,18146,18175,18176,302933.3,5:02:933
training video 56 14-51.mp4,303250.0,5:03:250,303200.0,5:03:200,303683.3,5:03:683,18192,18221,18222,303700.0,5:03:700
training video 56 14-51.mp4,304650.0,5:04:650,304600.0,5:04:600,305083.3,5:05:083,18276,18305,18306,305100.0,5:05:100
training video 56 14-51.mp4,308616.7,5:08:617,308566.7,5:08:567,309050.0,5:09:050,18514,18543,18544,309066.7,5:09:067
training video 56 14-51.mp4,308983.3,5:08:983,308933.3,5:08:933,309416.7,5:09:417,18536,18565,18566,309433.3,5:09:433
training video 56 14-51.mp4,326083.3,5:26:083,326033.3,5:26:033,326516.7,5:26:517,19562,19591,19592,326533.3,5:26:533
training video 56 14-51.mp4,326500.0,5:26:500,326450.0,5:26:450,326933.3,5:26:933,19587,19616,19617,326950.0,5:26:950
training video 56 14-51.mp4,338216.7,5:38:217,338166.7,5:38:167,338650.0,5:38:650,20290,20319,20320,338666.7,5:38:667
training video 56 14-51.mp4,362716.7,6:02:717,362666.7,6:02:667,363150.0,6:03:150,21760,21789,21790,363166.7,6:03:167
training video 56 14-51.mp4,374016.7,6:14:017,373966.7,6:13:967,374450.0,6:14:450,22438,22467,22468,374466.7,6:14:467
training video 56 14-51.mp4,374683.3,6:14:683,374633.3,6:14:633,375116.7,6:15:117,22478,22507,22508,375133.3,6:15:133
training video 56 14-51.mp4,390100.0,6:30:100,390050.0,6:30:050,390533.3,6:30:533,23403,23432,23433,390550.0,6:30:550
training video 56 14-51.mp4,430850.0,7:10:850,430800.0,7:10:800,431283.3,7:11:283,25848,25877,25878,431300.0,7:11:300
training video 56 14-51.mp4,431900.0,7:11:900,431850.0,7:11:850,432333.3,7:12:333,25911,25940,25941,432350.0,7:12:350
training video 56 14-51.mp4,441550.0,7:21:550,441500.0,7:21:500,441983.3,7:21:983,26490,26519,26520,442000.0,7:22:000
training video 56 14-51.mp4,470516.7,7:50:517,470466.7,7:50:467,470950.0,7:50:950,28228,28257,28258,470966.7,7:50:967
training video 56 14-51.mp4,477416.7,7:57:417,477366.7,7:57:367,477850.0,7:57:850,28642,28671,28672,477866.7,7:57:867
training video 56 14-51.mp4,477750.0,7:57:750,477700.0,7:57:700,478183.3,7:58:183,28662,28691,28692,478200.0,7:58:200
training video 56 14-51.mp4,497400.0,8:17:400,497350.0,8:17:350,497833.3,8:17:833,29841,29870,29871,497850.0,8:17:850
training video 56 14-51.mp4,498933.3,8:18:933,498883.3,8:18:883,499366.7,8:19:367,29933,29962,29963,499383.3,8:19:383
training video 56 14-51.mp4,501833.3,8:21:833,501783.3,8:21:783,502266.7,8:22:267,30107,30136,30137,502283.3,8:22:283
training video 56 14-51.mp4,502466.7,8:22:467,502416.7,8:22:417,502900.0,8:22:900,30145,30174,30175,502916.7,8:22:917
training video 56 14-51.mp4,512066.7,8:32:067,512016.7,8:32:017,512500.0,8:32:500,30721,30750,30751,512516.7,8:32:517
training video 56 14-51.mp4,513950.0,8:33:950,513900.0,8:33:900,514383.3,8:34:383,30834,30863,30864,514400.0,8:34:400
training video 56 14-51.mp4,515583.3,8:35:583,515533.3,8:35:533,516016.7,8:36:017,30932,30961,30962,516033.3,8:36:033
training video 56 14-51.mp4,516266.7,8:36:267,516216.7,8:36:217,516700.0,8:36:700,30973,31002,31003,516716.7,8:36:717
training video 56 14-51.mp4,517216.7,8:37:217,517166.7,8:37:167,517650.0,8:37:650,31030,31059,31060,517666.7,8:37:667
training video 56 14-51.mp4,533916.7,8:53:917,533866.7,8:53:867,534350.0,8:54:350,32032,32061,32062,534366.7,8:54:367
training video 56 14-51.mp4,568683.3,9:28:683,568633.3,9:28:633,569116.7,9:29:117,34118,34147,34148,569133.3,9:29:133
training video 56 14-51.mp4,586933.3,9:46:933,586883.3,9:46:883,587366.7,9:47:367,35213,35242,35243,587383.3,9:47:383
training video 56 14-51.mp4,599600.0,9:59:600,599550.0,9:59:550,600033.3,10:00:033,35973,36002,36003,600050.0,10:00:050
training video 56 14-51.mp4,630366.7,10:30:367,630316.7,10:30:317,630800.0,10:30:800,37819,37848,37849,630816.7,10:30:817
training video 56 14-51.mp4,631933.3,10:31:933,631883.3,10:31:883,632366.7,10:32:367,37913,37942,37943,632383.3,10:32:383
training video 56 14-51.mp4,633933.3,10:33:933,633883.3,10:33:883,634366.7,10:34:367,38033,38062,38063,634383.3,10:34:383
training video 56 14-51.mp4,634800.0,10:34:800,634750.0,10:34:750,635233.3,10:35:233,38085,38114,38115,635250.0,10:35:250
training video 56 14-51.mp4,635550.0,10:35:550,635500.0,10:35:500,635983.3,10:35:983,38130,38159,38160,636000.0,10:36:000
training video 56 14-51.mp4,667133.3,11:07:133,667083.3,11:07:083,667566.7,11:07:567,40025,40054,40055,667583.3,11:07:583
training video 56 14-51.mp4,668366.7,11:08:367,668316.7,11:08:317,668800.0,11:08:800,40099,40128,40129,668816.7,11:08:817
training video 56 14-51.mp4,681883.3,11:21:883,681833.3,11:21:833,682316.7,11:22:317,40910,40939,40940,682333.3,11:22:333
training video 56 14-51.mp4,683916.7,11:23:917,683866.7,11:23:867,684350.0,11:24:350,41032,41061,41062,684366.7,11:24:367
training video 56 14-51.mp4,684633.3,11:24:633,684583.3,11:24:583,685066.7,11:25:067,41075,41104,41105,685083.3,11:25:083
training video 56 14-51.mp4,708466.7,11:48:467,708416.7,11:48:417,708900.0,11:48:900,42505,42534,42535,708916.7,11:48:917
training video 56 14-51.mp4,727150.0,12:07:150,727100.0,12:07:100,727583.3,12:07:583,43626,43655,43656,727600.0,12:07:600
training video 56 14-51.mp4,728700.0,12:08:700,728650.0,12:08:650,729133.3,12:09:133,43719,43748,43749,729150.0,12:09:150
training video 56 14-51.mp4,730583.3,12:10:583,730533.3,12:10:533,731016.7,12:11:017,43832,43861,43862,731033.3,12:11:033
training video 56 14-51.mp4,731166.7,12:11:167,731116.7,12:11:117,731600.0,12:11:600,43867,43896,43897,731616.7,12:11:617
training video 56 14-51.mp4,752383.3,12:32:383,752333.3,12:32:333,752816.7,12:32:817,45140,45169,45170,752833.3,12:32:833
training video 56 14-51.mp4,752716.7,12:32:717,752666.7,12:32:667,753150.0,12:33:150,45160,45189,45190,753166.7,12:33:167
training video 56 14-51.mp4,763416.7,12:43:417,763366.7,12:43:367,763850.0,12:43:850,45802,45831,45832,763866.7,12:43:867
training video 56 14-51.mp4,763750.0,12:43:750,763700.0,12:43:700,764183.3,12:44:183,45822,45851,45852,764200.0,12:44:200
training video 56 14-51.mp4,799200.0,13:19:200,799150.0,13:19:150,799633.3,13:19:633,47949,47978,47979,799650.0,13:19:650
training video 56 14-51.mp4,801666.7,13:21:667,801616.7,13:21:617,802100.0,13:22:100,48097,48126,48127,802116.7,13:22:117
training video 56 14-51.mp4,812100.0,13:32:100,812050.0,13:32:050,812533.3,13:32:533,48723,48752,48753,812550.0,13:32:550
training video 56 14-51.mp4,814233.3,13:34:233,814183.3,13:34:183,814666.7,13:34:667,48851,48880,48881,814683.3,13:34:683
training video 56 14-51.mp4,816083.3,13:36:083,816033.3,13:36:033,816516.7,13:36:517,48962,48991,48992,816533.3,13:36:533
training video 56 14-51.mp4,817466.7,13:37:467,817416.7,13:37:417,817900.0,13:37:900,49045,49074,49075,817916.7,13:37:917
training video 56 14-51.mp4,839483.3,13:59:483,839433.3,13:59:433,839916.7,13:59:917,50366,50395,50396,839933.3,13:59:933
training video 56 14-51.mp4,843750.0,14:03:750,843700.0,14:03:700,844183.3,14:04:183,50622,50651,50652,844200.0,14:04:200
training video 56 14-51.mp4,853450.0,14:13:450,853400.0,14:13:400,853883.3,14:13:883,51204,51233,51234,853900.0,14:13:900
training video 57 14-19.mp4,1000.0,0:01:000,950.0,0:00:950,1433.3,0:01:433,57,86,87,1450.0,0:01:450
training video 57 14-19.mp4,1450.0,0:01:450,1400.0,0:01:400,1883.3,0:01:883,84,113,114,1900.0,0:01:900
training video 57 14-19.mp4,3983.3,0:03:983,3933.3,0:03:933,4416.7,0:04:417,236,265,266,4433.3,0:04:433
training video 57 14-19.mp4,4733.3,0:04:733,4683.3,0:04:683,5166.7,0:05:167,281,310,311,5183.3,0:05:183
training video 57 14-19.mp4,5650.0,0:05:650,5600.0,0:05:600,6083.3,0:06:083,336,365,366,6100.0,0:06:100
training video 57 14-19.mp4,6000.0,0:06:000,5950.0,0:05:950,6433.3,0:06:433,357,386,387,6450.0,0:06:450
training video 57 14-19.mp4,8016.7,0:08:017,7966.7,0:07:967,8450.0,0:08:450,478,507,508,8466.7,0:08:467
training video 57 14-19.mp4,10633.3,0:10:633,10583.3,0:10:583,11066.7,0:11:067,635,664,665,11083.3,0:11:083
training video 57 14-19.mp4,11533.3,0:11:533,11483.3,0:11:483,11966.7,0:11:967,689,718,719,11983.3,0:11:983
training video 57 14-19.mp4,12616.7,0:12:617,12566.7,0:12:567,13050.0,0:13:050,754,783,784,13066.7,0:13:067
training video 57 14-19.mp4,15316.7,0:15:317,15266.7,0:15:267,15750.0,0:15:750,916,945,946,15766.7,0:15:767
training video 57 14-19.mp4,16916.7,0:16:917,16866.7,0:16:867,17350.0,0:17:350,1012,1041,1042,17366.7,0:17:367
training video 57 14-19.mp4,49816.7,0:49:817,49766.7,0:49:767,50250.0,0:50:250,2986,3015,3016,50266.7,0:50:267
training video 57 14-19.mp4,50116.7,0:50:117,50066.7,0:50:067,50550.0,0:50:550,3004,3033,3034,50566.7,0:50:567
training video 57 14-19.mp4,52883.3,0:52:883,52833.3,0:52:833,53316.7,0:53:317,3170,3199,3200,53333.3,0:53:333
training video 57 14-19.mp4,56383.3,0:56:383,56333.3,0:56:333,56816.7,0:56:817,3380,3409,3410,56833.3,0:56:833
training video 57 14-19.mp4,63816.7,1:03:817,63766.7,1:03:767,64250.0,1:04:250,3826,3855,3856,64266.7,1:04:267
training video 57 14-19.mp4,66250.0,1:06:250,66200.0,1:06:200,66683.3,1:06:683,3972,4001,4002,66700.0,1:06:700
training video 57 14-19.mp4,68333.3,1:08:333,68283.3,1:08:283,68766.7,1:08:767,4097,4126,4127,68783.3,1:08:783
training video 57 14-19.mp4,87766.7,1:27:767,87716.7,1:27:717,88200.0,1:28:200,5263,5292,5293,88216.7,1:28:217
training video 57 14-19.mp4,92550.0,1:32:550,92500.0,1:32:500,92983.3,1:32:983,5550,5579,5580,93000.0,1:33:000
training video 57 14-19.mp4,93200.0,1:33:200,93150.0,1:33:150,93633.3,1:33:633,5589,5618,5619,93650.0,1:33:650
training video 57 14-19.mp4,130533.3,2:10:533,130483.3,2:10:483,130966.7,2:10:967,7829,7858,7859,130983.3,2:10:983
training video 57 14-19.mp4,130933.3,2:10:933,130883.3,2:10:883,131366.7,2:11:367,7853,7882,7883,131383.3,2:11:383
training video 57 14-19.mp4,140950.0,2:20:950,140900.0,2:20:900,141383.3,2:21:383,8454,8483,8484,141400.0,2:21:400
training video 57 14-19.mp4,142050.0,2:22:050,142000.0,2:22:000,142483.3,2:22:483,8520,8549,8550,142500.0,2:22:500
training video 57 14-19.mp4,142350.0,2:22:350,142300.0,2:22:300,142783.3,2:22:783,8538,8567,8568,142800.0,2:22:800
training video 57 14-19.mp4,142650.0,2:22:650,142600.0,2:22:600,143083.3,2:23:083,8556,8585,8586,143100.0,2:23:100
training video 57 14-19.mp4,152316.7,2:32:317,152266.7,2:32:267,152750.0,2:32:750,9136,9165,9166,152766.7,2:32:767
training video 57 14-19.mp4,158850.0,2:38:850,158800.0,2:38:800,159283.3,2:39:283,9528,9557,9558,159300.0,2:39:300
training video 57 14-19.mp4,159450.0,2:39:450,159400.0,2:39:400,159883.3,2:39:883,9564,9593,9594,159900.0,2:39:900
training video 57 14-19.mp4,162183.3,2:42:183,162133.3,2:42:133,162616.7,2:42:617,9728,9757,9758,162633.3,2:42:633
training video 57 14-19.mp4,178766.7,2:58:767,178716.7,2:58:717,179200.0,2:59:200,10723,10752,10753,179216.7,2:59:217
training video 57 14-19.mp4,179383.3,2:59:383,179333.3,2:59:333,179816.7,2:59:817,10760,10789,10790,179833.3,2:59:833
training video 57 14-19.mp4,179916.7,2:59:917,179866.7,2:59:867,180350.0,3:00:350,10792,10821,10822,180366.7,3:00:367
training video 57 14-19.mp4,180716.7,3:00:717,180666.7,3:00:667,181150.0,3:01:150,10840,10869,10870,181166.7,3:01:167
training video 57 14-19.mp4,184983.3,3:04:983,184933.3,3:04:933,185416.7,3:05:417,11096,11125,11126,185433.3,3:05:433
training video 57 14-19.mp4,185283.3,3:05:283,185233.3,3:05:233,185716.7,3:05:717,11114,11143,11144,185733.3,3:05:733
training video 57 14-19.mp4,187700.0,3:07:700,187650.0,3:07:650,188133.3,3:08:133,11259,11288,11289,188150.0,3:08:150
training video 57 14-19.mp4,194450.0,3:14:450,194400.0,3:14:400,194883.3,3:14:883,11664,11693,11694,194900.0,3:14:900
training video 57 14-19.mp4,195516.7,3:15:517,195466.7,3:15:467,195950.0,3:15:950,11728,11757,11758,195966.7,3:15:967
training video 57 14-19.mp4,205800.0,3:25:800,205750.0,3:25:750,206233.3,3:26:233,12345,12374,12375,206250.0,3:26:250
training video 57 14-19.mp4,209550.0,3:29:550,209500.0,3:29:500,209983.3,3:29:983,12570,12599,12600,210000.0,3:30:000
training video 57 14-19.mp4,210366.7,3:30:367,210316.7,3:30:317,210800.0,3:30:800,12619,12648,12649,210816.7,3:30:817
training video 57 14-19.mp4,211466.7,3:31:467,211416.7,3:31:417,211900.0,3:31:900,12685,12714,12715,211916.7,3:31:917
training video 57 14-19.mp4,211933.3,3:31:933,211883.3,3:31:883,212366.7,3:32:367,12713,12742,12743,212383.3,3:32:383
training video 57 14-19.mp4,240233.3,4:00:233,240183.3,4:00:183,240666.7,4:00:667,14411,14440,14441,240683.3,4:00:683
training video 57 14-19.mp4,240533.3,4:00:533,240483.3,4:00:483,240966.7,4:00:967,14429,14458,14459,240983.3,4:00:983
training video 57 14-19.mp4,240983.3,4:00:983,240933.3,4:00:933,241416.7,4:01:417,14456,14485,14486,241433.3,4:01:433
training video 57 14-19.mp4,252916.7,4:12:917,252866.7,4:12:867,253350.0,4:13:350,15172,15201,15202,253366.7,4:13:367
training video 57 14-19.mp4,255466.7,4:15:467,255416.7,4:15:417,255900.0,4:15:900,15325,15354,15355,255916.7,4:15:917
training video 57 14-19.mp4,255900.0,4:15:900,255850.0,4:15:850,256333.3,4:16:333,15351,15380,15381,256350.0,4:16:350
training video 57 14-19.mp4,258183.3,4:18:183,258133.3,4:18:133,258616.7,4:18:617,15488,15517,15518,258633.3,4:18:633
